bug: apr_pstrmemdup in ap_process_fnmatch_configs, pair: (ap_mpm_query, apr_pstrmemdup), support: 82, confidence: 70.09%
bug: apr_file_puts in ap_scan_script_header_err_core, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_time_exp_lt in ap_ht_time, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 96.73%
bug: apr_time_exp_lt in ap_recent_ctime_ex, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 96.73%
bug: apr_file_puts in conn_var_fn, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_reclaim_child_processes, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_time_exp_lt in ap_recent_ctime, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 96.73%
bug: apr_file_puts in ap_log_csdata_, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_scan_script_header_err_strs, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_expr_exec, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_add_input_filter, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in set_limit_nproc, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in urlsection, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_expr_exec_re, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_time_exp_lt in log_ctime, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 96.73%
bug: apr_file_puts in ap_scan_script_header_err_ex, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_scan_script_header_err, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in set_limit_mem, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_open_htaccess, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_open_piped_log_ex, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_add_output_filter, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_die, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_internal_redirect, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_if_walk, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_mpm_pod_killpg, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_log_rdata_, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_sub_req_lookup_dirent, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_sub_req_lookup_file, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_log_cdata_, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_send_http_trace, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_init_virtual_host, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_log_data_, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_init_scoreboard, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_add_output_filter_handle, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in core_upgrade_storage, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in set_http_method, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in op_file_min, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_get_mime_headers, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_add_common_vars, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in dirsection, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_process_http_connection, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_time_exp_lt in ap_explode_recent_localtime, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 96.73%
bug: apr_file_puts in ap_relieve_child_processes, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ifsection, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_scan_script_header_err_brigade, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_dump_mutexes, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in filesection, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_add_input_filter_handle, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_build_config_sub, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_send_error_response, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_run_sub_req, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_sub_req_method_uri, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in set_limit_cpu, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_limit_section, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_varbuf_grow, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_add_module, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in signal_threads, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in core_map_to_storage, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: apr_file_puts in ap_expr_str_exec_re, pair: (apr_file_puts, apr_time_exp_lt), support: 148, confidence: 70.81%
bug: ap_location_walk in ap_add_cgi_vars, pair: (ap_location_walk, apr_snprintf), support: 11, confidence: 91.67%
bug: ap_recent_ctime_ex in make_sock, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_process_request_after_handler, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_remove_loaded_module, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in conn_var_fn, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_reclaim_child_processes, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_log_csdata_, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_mpm_pod_killpg, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_log_rdata_, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in reclaim_one_pid, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_log_cdata_, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_log_data_, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_init_scoreboard, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in misc_var_fn, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in op_file_min, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_setup_listeners, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_relieve_child_processes, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_mpm_pod_signal, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in ap_dump_mutexes, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in request_var_fn, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: ap_recent_ctime_ex in signal_threads, pair: (ap_recent_ctime_ex, apr_palloc), support: 80, confidence: 80.00%
bug: apr_atomic_read32 in ap_queue_info_num_idlers, pair: (apr_atomic_inc32, apr_atomic_read32), support: 7, confidence: 77.78%
bug: apr_atomic_inc32 in ap_queue_info_wait_for_idler, pair: (apr_atomic_inc32, apr_atomic_read32), support: 7, confidence: 87.50%
bug: apr_atomic_read32 in decrement_connection_count, pair: (apr_atomic_inc32, apr_atomic_read32), support: 7, confidence: 77.78%
bug: ap_psignature in ap_http_header_filter, pair: (ap_psignature, ap_regexec), support: 8, confidence: 80.00%
bug: ap_psignature in ap_read_request, pair: (ap_psignature, ap_regexec), support: 8, confidence: 80.00%
bug: apr_table_set in ap_args_to_table, pair: (apr_table_set, apr_time_now), support: 8, confidence: 88.89%
bug: apr_atoi64 in ap_expr_eval_comp, pair: (ap_regexec, apr_atoi64), support: 5, confidence: 83.33%
bug: apr_procattr_dir_set in ap_open_piped_log, pair: (apr_file_flush, apr_procattr_dir_set), support: 5, confidence: 71.43%
bug: apr_procattr_dir_set in ap_get_exec_line, pair: (apr_file_flush, apr_procattr_dir_set), support: 5, confidence: 71.43%
bug: decl_die in op_url_subr, pair: (apr_array_push, decl_die), support: 10, confidence: 83.33%
bug: decl_die in ap_add_cgi_vars, pair: (apr_array_push, decl_die), support: 10, confidence: 83.33%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_log_rerror_, ap_scan_vchar_obstext), support: 3, confidence: 75.00%
bug: apr_fnmatch in op_strcmatch, pair: (apr_array_push, apr_fnmatch), support: 21, confidence: 87.50%
bug: apr_fnmatch in op_strmatch, pair: (apr_array_push, apr_fnmatch), support: 21, confidence: 87.50%
bug: apr_fnmatch in op_fnmatch, pair: (apr_array_push, apr_fnmatch), support: 21, confidence: 87.50%
bug: ap_invoke_handler in ap_process_request, pair: (ap_invoke_handler, strcasecmp), support: 9, confidence: 90.00%
bug: apr_file_printf in ap_log_pid, pair: (apr_file_printf, strcmp), support: 8, confidence: 66.67%
bug: apr_file_printf in ap_mpm_dump_pidfile, pair: (apr_file_printf, strcmp), support: 8, confidence: 66.67%
bug: apr_file_printf in dump_a_vhost, pair: (apr_file_printf, strcmp), support: 8, confidence: 66.67%
bug: apr_file_printf in event_run, pair: (apr_file_printf, strcmp), support: 8, confidence: 66.67%
bug: ap_log_perror_ in start_cond_section, pair: (ap_log_perror_, strcmp), support: 5, confidence: 71.43%
bug: ap_log_perror_ in process_command_config, pair: (ap_log_perror_, strcmp), support: 5, confidence: 71.43%
bug: apr_shm_size_get in ap_reopen_scoreboard, pair: (apr_shm_size_get, free), support: 3, confidence: 75.00%
bug: pthread_sigmask in listener_thread, pair: (ap_run_child_init, pthread_sigmask), support: 3, confidence: 75.00%
bug: log_backtrace in op_url_subr, pair: (ap_get_brigade, log_backtrace), support: 6, confidence: 75.00%
bug: log_backtrace in ap_add_cgi_vars, pair: (ap_get_brigade, log_backtrace), support: 6, confidence: 75.00%
bug: ap_varbuf_free in ap_soak_end_container, pair: (ap_log_perror_, ap_varbuf_free), support: 3, confidence: 75.00%
bug: strchr in ap_ind, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in getsfunc_STRING, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_get_server_name_for_url, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_unescape_all, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in server_hostname_port, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_cookie_check_string, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_get_local_host, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in dso_load, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_strchr, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_getword_nulls_nc, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_content_type_tolower, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in subnet_parse_arg, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in load_file, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_parse_mutex, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_unescape_url, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_unescape_urlencoded, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_unescape_url_keep2f, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_strchr_c, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_parse_token_list_strict, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_args_to_table, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_construct_url, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_field_noparam, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in unset_define, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in unescape_url, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_byterange_filter, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in request_var_fn, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in ap_getword_nulls, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: strchr in set_define, pair: (apr_palloc, strchr), support: 64, confidence: 69.57%
bug: apr_thread_mutex_create in core_child_init, pair: (apr_palloc, apr_thread_mutex_create), support: 8, confidence: 88.89%
bug: ap_discard_request_body in ap_http_header_filter, pair: (ap_discard_request_body, apr_pool_destroy), support: 8, confidence: 80.00%
bug: ap_discard_request_body in ap_read_request, pair: (ap_discard_request_body, apr_pool_destroy), support: 8, confidence: 80.00%
bug: make_allow in ap_http_header_filter, pair: (apr_pstrndup, make_allow), support: 8, confidence: 80.00%
bug: make_allow in ap_read_request, pair: (apr_pstrndup, make_allow), support: 8, confidence: 80.00%
bug: apr_thread_join in join_workers, pair: (apr_thread_join, apr_threadattr_detach_set), support: 3, confidence: 75.00%
bug: apr_socket_timeout_set in writev_nonblocking, pair: (apr_cpystrn, apr_socket_timeout_set), support: 18, confidence: 94.74%
bug: apr_strtoi64 in ap_basic_http_header, pair: (ap_run_create_request, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (ap_run_create_request, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in set_keep_alive_timeout, pair: (ap_run_create_request, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in ap_send_error_response, pair: (ap_run_create_request, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in basic_http_header_check, pair: (ap_run_create_request, apr_strtoi64), support: 10, confidence: 66.67%
bug: ap_getparents in op_url_subr, pair: (ap_getparents, apr_array_make), support: 15, confidence: 83.33%
bug: ap_getparents in ap_add_cgi_vars, pair: (ap_getparents, apr_array_make), support: 15, confidence: 83.33%
bug: ap_getparents in ap_process_request, pair: (ap_getparents, apr_array_make), support: 15, confidence: 83.33%
bug: apr_pollset_add in listener_thread, pair: (apr_pollset_add, apr_pool_cleanup_register), support: 5, confidence: 83.33%
bug: ap_scan_http_field_content in check_headers_table, pair: (ap_scan_http_field_content, apr_table_do), support: 6, confidence: 85.71%
bug: ap_expr_eval_comp in ap_expr_eval, pair: (ap_expr_eval_comp, apr_pvsprintf), support: 6, confidence: 85.71%
bug: ap_location_walk in ap_http_header_filter, pair: (ap_location_walk, log_backtrace), support: 8, confidence: 66.67%
bug: ap_location_walk in ap_process_request, pair: (ap_location_walk, log_backtrace), support: 8, confidence: 66.67%
bug: ap_location_walk in ap_read_request, pair: (ap_location_walk, log_backtrace), support: 8, confidence: 66.67%
bug: ap_location_walk in ap_process_http_connection, pair: (ap_location_walk, log_backtrace), support: 8, confidence: 66.67%
bug: apr_hash_this in ap_setup_auth_internal, pair: (apr_hash_this, apr_time_now), support: 13, confidence: 68.42%
bug: apr_hash_this in ap_send_http_options, pair: (apr_hash_this, apr_time_now), support: 13, confidence: 68.42%
bug: apr_hash_this in make_allow, pair: (apr_hash_this, apr_time_now), support: 13, confidence: 68.42%
bug: apr_hash_this in ap_method_name_of, pair: (apr_hash_this, apr_time_now), support: 13, confidence: 68.42%
bug: apr_hash_this in ap_list_provider_names, pair: (apr_hash_this, apr_time_now), support: 13, confidence: 68.42%
bug: apr_hash_this in ap_list_provider_groups, pair: (apr_hash_this, apr_time_now), support: 13, confidence: 68.42%
bug: pthread_sigmask in listener_thread, pair: (apr_thread_join, pthread_sigmask), support: 3, confidence: 75.00%
bug: apr_thread_join in join_workers, pair: (apr_thread_join, pthread_sigmask), support: 3, confidence: 75.00%
bug: apr_table_merge in ap_expr_str_exec, pair: (ap_find_module_short_name, apr_table_merge), support: 9, confidence: 90.00%
bug: apr_table_do in ap_cookie_read, pair: (apr_table_do, strchr), support: 16, confidence: 84.21%
bug: apr_table_do in ap_send_interim_response, pair: (apr_table_do, strchr), support: 16, confidence: 84.21%
bug: apr_table_do in ap_send_http_trace, pair: (apr_table_do, strchr), support: 16, confidence: 84.21%
bug: apr_socket_timeout_get in writev_nonblocking, pair: (apr_socket_timeout_get, apr_table_get), support: 4, confidence: 80.00%
bug: ap_log_rerror_ in op_url_subr, pair: (ap_log_rerror_, apr_pstrndup), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in core_override_type, pair: (ap_log_rerror_, apr_pstrndup), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in ap_response_code_string, pair: (ap_log_rerror_, apr_pstrndup), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in ap_http_header_filter, pair: (ap_log_rerror_, apr_pstrndup), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in ap_if_walk, pair: (ap_log_rerror_, apr_pstrndup), support: 16, confidence: 72.73%
bug: ap_log_rerror_ in ap_read_request, pair: (ap_log_rerror_, apr_pstrndup), support: 16, confidence: 72.73%
bug: ap_satisfies in ap_add_cgi_vars, pair: (ap_satisfies, getpid), support: 16, confidence: 84.21%
bug: ap_satisfies in ap_sub_req_lookup_uri, pair: (ap_satisfies, getpid), support: 16, confidence: 84.21%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_satisfies, getpid), support: 16, confidence: 84.21%
bug: ap_run_header_parser in ap_sub_req_lookup_uri, pair: (ap_make_method_list, ap_run_header_parser), support: 12, confidence: 66.67%
bug: ap_run_header_parser in ap_sub_req_lookup_dirent, pair: (ap_make_method_list, ap_run_header_parser), support: 12, confidence: 66.67%
bug: ap_run_header_parser in ap_sub_req_lookup_file, pair: (ap_make_method_list, ap_run_header_parser), support: 12, confidence: 66.67%
bug: ap_run_header_parser in op_file_subr, pair: (ap_make_method_list, ap_run_header_parser), support: 12, confidence: 66.67%
bug: ap_run_header_parser in ap_process_request_internal, pair: (ap_make_method_list, ap_run_header_parser), support: 12, confidence: 66.67%
bug: ap_run_header_parser in ap_sub_req_method_uri, pair: (ap_make_method_list, ap_run_header_parser), support: 12, confidence: 66.67%
bug: decl_die in op_url_subr, pair: (apr_hash_next, decl_die), support: 8, confidence: 66.67%
bug: decl_die in ap_http_header_filter, pair: (apr_hash_next, decl_die), support: 8, confidence: 66.67%
bug: decl_die in ap_add_cgi_vars, pair: (apr_hash_next, decl_die), support: 8, confidence: 66.67%
bug: decl_die in ap_process_request, pair: (apr_hash_next, decl_die), support: 8, confidence: 66.67%
bug: apr_is_empty_table in ap_add_common_vars, pair: (apr_is_empty_table, strcmp), support: 11, confidence: 91.67%
bug: apr_uri_parse_hostinfo in ap_parse_uri, pair: (apr_uri_parse_hostinfo, strlen), support: 15, confidence: 93.75%
bug: ap_make_method_list in op_url_subr, pair: (ap_make_method_list, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_array_cat in default_handler, pair: (ap_make_method_list, apr_array_cat), support: 8, confidence: 66.67%
bug: ap_make_method_list in ap_http_header_filter, pair: (ap_make_method_list, apr_array_cat), support: 8, confidence: 66.67%
bug: ap_make_method_list in ap_add_cgi_vars, pair: (ap_make_method_list, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_array_cat in ap_send_http_options, pair: (ap_make_method_list, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_array_cat in make_allow, pair: (ap_make_method_list, apr_array_cat), support: 8, confidence: 66.67%
bug: ap_make_method_list in ap_process_request, pair: (ap_make_method_list, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_array_cat in ap_send_error_response, pair: (ap_make_method_list, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_atoi64 in ap_expr_eval_comp, pair: (apr_atoi64, apr_cpystrn), support: 4, confidence: 66.67%
bug: apr_atoi64 in ap_expr_eval, pair: (apr_atoi64, apr_cpystrn), support: 4, confidence: 66.67%
bug: kill in sig_coredump, pair: (kill, log_apr_status), support: 10, confidence: 71.43%
bug: kill in close_listeners, pair: (kill, log_apr_status), support: 10, confidence: 71.43%
bug: kill in join_workers, pair: (kill, log_apr_status), support: 10, confidence: 71.43%
bug: kill in ap_mpm_safe_kill, pair: (kill, log_apr_status), support: 10, confidence: 71.43%
bug: ap_get_scoreboard_process in ap_get_sload, pair: (ap_get_scoreboard_process, ap_recent_ctime_ex), support: 4, confidence: 80.00%
bug: ap_send_error_response in ap_http_header_filter, pair: (ap_merge_per_dir_configs, ap_send_error_response), support: 8, confidence: 80.00%
bug: ap_send_error_response in ap_read_request, pair: (ap_merge_per_dir_configs, ap_send_error_response), support: 8, confidence: 80.00%
bug: apr_table_add in ap_scan_script_header_err_core_ex, pair: (apr_table_add, log_apr_status), support: 7, confidence: 87.50%
bug: ap_create_request_config in ap_add_cgi_vars, pair: (ap_create_request_config, apr_time_now), support: 11, confidence: 91.67%
bug: apr_brigade_write in core_upgrade_handler, pair: (apr_brigade_write, apr_bucket_transient_create), support: 10, confidence: 71.43%
bug: apr_brigade_write in ap_send_interim_response, pair: (apr_brigade_write, apr_bucket_transient_create), support: 10, confidence: 71.43%
bug: apr_brigade_write in ap_http_header_filter, pair: (apr_brigade_write, apr_bucket_transient_create), support: 10, confidence: 71.43%
bug: apr_brigade_write in core_upgrade_storage, pair: (apr_brigade_write, apr_bucket_transient_create), support: 10, confidence: 71.43%
bug: apr_bucket_transient_create in ap_http_chunk_filter, pair: (apr_brigade_write, apr_bucket_transient_create), support: 10, confidence: 90.91%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_index_of_response, ap_scan_vchar_obstext), support: 3, confidence: 75.00%
bug: apr_table_do in ap_cookie_read, pair: (apr_table_do, strcmp), support: 14, confidence: 73.68%
bug: apr_table_do in ap_send_interim_response, pair: (apr_table_do, strcmp), support: 14, confidence: 73.68%
bug: apr_table_do in ap_http_filter, pair: (apr_table_do, strcmp), support: 14, confidence: 73.68%
bug: apr_table_do in ap_get_mime_headers, pair: (apr_table_do, strcmp), support: 14, confidence: 73.68%
bug: apr_table_do in ap_get_mime_headers_core, pair: (apr_table_do, strcmp), support: 14, confidence: 73.68%
bug: pcre_compile2 in ap_rxplus_compile, pair: (__errno_location, pcre_compile2), support: 6, confidence: 75.00%
bug: pcre_compile2 in ap_regcomp, pair: (__errno_location, pcre_compile2), support: 6, confidence: 75.00%
bug: apr_brigade_length in ap_check_pipeline, pair: (apr_brigade_length, apr_bucket_alloc), support: 5, confidence: 83.33%
bug: ap_finalize_request_protocol in ap_http_header_filter, pair: (ap_finalize_request_protocol, apr_hash_first), support: 8, confidence: 80.00%
bug: ap_finalize_request_protocol in ap_process_request, pair: (ap_finalize_request_protocol, apr_hash_first), support: 8, confidence: 80.00%
bug: apr_os_sock_get in ap_listen_pre_config, pair: (apr_file_puts, apr_os_sock_get), support: 13, confidence: 92.86%
bug: apr_socket_listen in make_sock, pair: (ap_get_server_protocol, apr_socket_listen), support: 3, confidence: 75.00%
bug: ap_get_server_protocol in ap_apply_accept_filter, pair: (ap_get_server_protocol, apr_socket_listen), support: 3, confidence: 75.00%
bug: apr_brigade_length in ap_check_pipeline, pair: (apr_brigade_length, log_error_core), support: 4, confidence: 66.67%
bug: apr_brigade_length in ap_process_request_after_handler, pair: (apr_brigade_length, log_error_core), support: 4, confidence: 66.67%
bug: apr_strtoi64 in ap_basic_http_header, pair: (ap_create_request_config, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (ap_create_request_config, apr_strtoi64), support: 10, confidence: 66.67%
bug: ap_create_request_config in op_url_subr, pair: (ap_create_request_config, apr_strtoi64), support: 10, confidence: 83.33%
bug: apr_strtoi64 in set_keep_alive_timeout, pair: (ap_create_request_config, apr_strtoi64), support: 10, confidence: 66.67%
bug: ap_create_request_config in ap_add_cgi_vars, pair: (ap_create_request_config, apr_strtoi64), support: 10, confidence: 83.33%
bug: apr_strtoi64 in ap_send_error_response, pair: (ap_create_request_config, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in basic_http_header_check, pair: (ap_create_request_config, apr_strtoi64), support: 10, confidence: 66.67%
bug: log_error_core in ap_build_cont_config, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in buffer_output, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_internal_fast_redirect, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_varbuf_cfg_getline, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in core_optional_fn_retrieve, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_add_loaded_module, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in core_insert_filter, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
